ID;Rodzic;Typ;Nazwa;Numer umowy/decyzji;Program Operacyjny <Nazwa>;Oú priorytetowa <Kod>;Dzia≥anie <Kod>;Poddzia≥anie <Kod>;WartoúÊ ogÛ≥em;Wydatki kwalifikowalne;Dofinansowanie;Dofinansowanie UE;Nazwa beneficjenta;NIP beneficjenta;Kod pocztowy;MiejscowoúÊ;WojewÛdztwo;Powiat;Temat priorytetu;Forma prawna;Obszar realizacji;Ostatni Wniosek o p≥atnoúÊ dla najbardziej aktualnej Umowy/Aneksu;Projekt zakoÒczony (Wniosek o p≥atnoúÊ koÒcowπ);Data podpisania Umowy/Aneksu;Data utworzenia w KSI SIMIK 07-13 Umowy/Aneksu
33-121;33;Projekt;Badanie i wdroøenie systemu kanalizacji sanitarnej ma≥oúrednicowej zrÛwnowaøonego przep≥ywu. Nr statystyczny PKWiU 43.22.11;POIG.04.01.00-06-007/09-06;Program Operacyjny Innowacyjna Gospodarka;POIG.04.00.00;POIG.04.01.00;;6,771,000.00;5,550,000.00;3,848,400.00;3,271,140.00;PrzedsiÍbiorstwo UrzπdzeÒ Ochrony årodowiska Biotop sp. z o.o. ;9220003353;22-400;ZamoúÊ;Lubelskie;Powiat m. ZamoúÊ / Powiat zamojski;07 Inwestycje w przedsiÍbiorstwa bezpoúrednio zwiπzane z dziedzinπ badaÒ i innowacji (innowacyjne technologie, tworzenie przedsiÍbiorstw przez uczelnie, istniejπce oúrodki B+RT i przedsiÍbiorstwa itp.);spÛ≥ka z ograniczonπ odpowiedzialnoúciπ - mikro przedsiÍbiorstwo;00 Nie dotyczy;;;2011/04/04;2011/04/11
33-122;33;Projekt;Badania nad budowπ architektury masowego systemu pocztowego nowej generacji przy za≥oøeniu duøej skalowalnoúci umoøliwiajπcej zastosowanie produktu na skalÍ globalnπ;POIG.04.01.00-12-030/09-04;Program Operacyjny Innowacyjna Gospodarka;POIG.04.00.00;POIG.04.01.00;;8,135,947.06;5,686,407.32;2,843,203.66;2,416,723.11;INTERIA.PL S.A.;6772118727;31-946;KrakÛw;Ma≥opolskie;Powiat m. KrakÛw;07 Inwestycje w przedsiÍbiorstwa bezpoúrednio zwiπzane z dziedzinπ badaÒ i innowacji (innowacyjne technologie, tworzenie przedsiÍbiorstw przez uczelnie, istniejπce oúrodki B+RT i przedsiÍbiorstwa itp.);spÛ≥ka akcyjna - duøe przedsiÍbiorstwo;00 Nie dotyczy;POIG.04.01.00-12-030/09-02;Nie;2011/04/22;2011/04/28
33-123;33;Projekt;Uniwersalna platforma bezpieczeÒstwa uøytkownikÛw mobilnych LabMSF Platform - Mobile Secure Family;POIG.04.01.00-12-115/09-01;Program Operacyjny Innowacyjna Gospodarka;POIG.04.00.00;POIG.04.01.00;;1,255,270.00;1,029,000.00;716,450.00;608,982.50;Laboratorium MSF Sp. z ograniczonπ odpowiedzialnoúciπ;5272530329;31-147;KrakÛw;Ma≥opolskie;Powiat m. KrakÛw;07 Inwestycje w przedsiÍbiorstwa bezpoúrednio zwiπzane z dziedzinπ badaÒ i innowacji (innowacyjne technologie, tworzenie przedsiÍbiorstw przez uczelnie, istniejπce oúrodki B+RT i przedsiÍbiorstwa itp.);spÛ≥ka z ograniczonπ odpowiedzialnoúciπ - mikro przedsiÍbiorstwo;00 Nie dotyczy;;;2011/02/28;2011/03/01
33-124;33;Projekt;Opracowanie i wdroøenie innowacyjnej, przyjaznej úrodowisku technologii modyfikacji asfaltÛw drogowych gumπ;POIG.04.01.00-14-188/09-00;Program Operacyjny Innowacyjna Gospodarka;POIG.04.00.00;POIG.04.01.00;;1,749,968.00;1,229,700.00;368,910.00;313,573.50;Polski Asfalt Sp. z o. o.;8511027240;05-800;PruszkÛw;Mazowieckie;Powiat pruszkowski;07 Inwestycje w przedsiÍbiorstwa bezpoúrednio zwiπzane z dziedzinπ badaÒ i innowacji (innowacyjne technologie, tworzenie przedsiÍbiorstw przez uczelnie, istniejπce oúrodki B+RT i przedsiÍbiorstwa itp.);spÛ≥ka z ograniczonπ odpowiedzialnoúciπ - duøe przedsiÍbiorstwo;00 Nie dotyczy;;;2011/04/01;2011/03/07
33-125;33;Projekt;Opracowanie i wdroøenie nowoczesnej koncepcji specjalistycznych salonÛw sprzedaøy drzwi i pod≥Ûg;POIG.04.01.00-14-191/09-01;Program Operacyjny Innowacyjna Gospodarka;POIG.04.00.00;POIG.04.01.00;;9,389,200.00;5,130,000.00;1,539,000.00;1,308,150.00;SK£ADY VOX SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI• SP”£KA KOMANDYTOWO-AKCYJNA;7790016245;62-006;Janikowo;Wielkopolskie;Powiat poznaÒski;07 Inwestycje w przedsiÍbiorstwa bezpoúrednio zwiπzane z dziedzinπ badaÒ i innowacji (innowacyjne technologie, tworzenie przedsiÍbiorstw przez uczelnie, istniejπce oúrodki B+RT i przedsiÍbiorstwa itp.);spÛ≥ka z ograniczonπ odpowiedzialnoúciπ - duøe przedsiÍbiorstwo;00 Nie dotyczy;;;2011/03/16;2011/04/28
33-126;33;Projekt;InnowacyjnoúÊ nowego wzoru uøytkowego w parze z ekologiπ;POIG.04.02.00-12-012/09-01;Program Operacyjny Innowacyjna Gospodarka;POIG.04.00.00;POIG.04.02.00;;4,846,014.00;4,027,700.00;2,773,390.00;2,357,381.50;PrzedsiÍbiorstwo Produkcyjno Handlowo Us≥ugowe STALMARK Marek Kuüma;5512157664;32-600;OúwiÍcim;Ma≥opolskie;Powiat oúwiÍcimski;07 Inwestycje w przedsiÍbiorstwa bezpoúrednio zwiπzane z dziedzinπ badaÒ i innowacji (innowacyjne technologie, tworzenie przedsiÍbiorstw przez uczelnie, istniejπce oúrodki B+RT i przedsiÍbiorstwa itp.);osoba fizyczna prowadzπca dzia≥alnoúÊ gospodarczπ - ma≥e przedsiÍbiorstwo;00 Nie dotyczy;;;2011/04/18;2011/05/04
33-127;33;Projekt;Wdroøenie innowacyjnych systemÛw paneli úciennych do konstrukcji elementÛw noúnych;POIG.04.02.00-24-008/09-01;Program Operacyjny Innowacyjna Gospodarka;POIG.04.00.00;POIG.04.02.00;;10,161,502.00;8,329,100.00;4,847,460.00;4,120,341.00;LS Tech-Homes SpÛ≥ka z ograniczonπ odpowiedzialnoúciπ;5472105335;43-300;Bielsko-Bia≥a;ålπskie;Powiat m. Bielsko-Bia≥a;07 Inwestycje w przedsiÍbiorstwa bezpoúrednio zwiπzane z dziedzinπ badaÒ i innowacji (innowacyjne technologie, tworzenie przedsiÍbiorstw przez uczelnie, istniejπce oúrodki B+RT i przedsiÍbiorstwa itp.);spÛ≥ka z ograniczonπ odpowiedzialnoúciπ - ma≥e przedsiÍbiorstwo;00 Nie dotyczy;POIG.04.02.00-24-008/09-02;Nie;2011/01/13;2011/03/29
33-128;33;Projekt;Wdroøenie innowacyjnej technologii us≥ugi serwisowania pojazdÛw ch≥odniczych;POIG.04.04.00-24-015/08-00;Program Operacyjny Innowacyjna Gospodarka;POIG.04.00.00;POIG.04.04.00;;37,038,270.46;28,022,768.00;14,011,384.00;11,909,676.40;FRIGIPOL SP. Z O.O.;5730013667;42-200;CzÍstochowa;ålπskie;Powiat m. CzÍstochowa;07 Inwestycje w przedsiÍbiorstwa bezpoúrednio zwiπzane z dziedzinπ badaÒ i innowacji (innowacyjne technologie, tworzenie przedsiÍbiorstw przez uczelnie, istniejπce oúrodki B+RT i przedsiÍbiorstwa itp.);spÛ≥ka z ograniczonπ odpowiedzialnoúciπ - ma≥e przedsiÍbiorstwo;00 Nie dotyczy;;;2011/05/05;2011/05/05
33-129;33;Projekt;Utworzenie Centrum Badawczo-Rozwojowego Technologii Betonowych Ren-Bet Sp. z o.o.;POIG.04.05.02-00-075/09-00;Program Operacyjny Innowacyjna Gospodarka;POIG.04.00.00;POIG.04.05.00;POIG.04.05.02;16,161,340.00;13,247,000.00;9,092,900.00;7,728,965.00;Ren-Bet Sp. z o.o.;6781002289;31-216;KrakÛw;Ma≥opolskie;Powiat m. KrakÛw;07 Inwestycje w przedsiÍbiorstwa bezpoúrednio zwiπzane z dziedzinπ badaÒ i innowacji (innowacyjne technologie, tworzenie przedsiÍbiorstw przez uczelnie, istniejπce oúrodki B+RT i przedsiÍbiorstwa itp.);spÛ≥ka z ograniczonπ odpowiedzialnoúciπ - ma≥e przedsiÍbiorstwo;00 Nie dotyczy;;;2011/03/31;2011/03/31
33-130;33;Projekt;RozwÛj Pierwszego Polskiego Klastra Budownictwa Pasywnego i Energooszczednego;POIG.05.01.00-00-004/09-04;Program Operacyjny Innowacyjna Gospodarka;POIG.05.00.00;POIG.05.01.00;;5,571,740.38;4,918,840.82;4,914,616.91;4,177,424.37;GÛrnoúlπski Park Przemys≥owy SpÛ≥ka z ograniczonπ odpowiedzialnoúciπ;9540020169;40-155;Katowice;ålπskie;Powiat m. Katowice;03 Transfer technologii i udoskonalanie sieci wspÛ≥pracy miÍdzy MåP, miÍdzy MåP a innymi przedsiÍbiorstwami, uczelniami, wszelkiego rodzaju instytucjami na poziomie szkolnictwa pomaturalnego, w≥adzami regionalnymi, oúrodkami badawczymi oraz biegunami naukowymi i technologicznymi (parkami naukowymi i technologicznymi, technopoliami itd.);spÛ≥ka z ograniczonπ odpowiedzialnoúciπ - mikro przedsiÍbiorstwo;00 Nie dotyczy;POIG.05.01.00-00-004/09-07;Nie;2011/02/12;2011/04/06
33-131;33;Projekt;Centrum Technologii Energetycznych Powiπzania Kooperacyjnego Dolnoúlπskiego Klastra Energii Odnawialnej;POIG.05.01.00-00-005/09-03;Program Operacyjny Innowacyjna Gospodarka;POIG.05.00.00;POIG.05.01.00;;10,088,500.00;10,088,500.00;9,873,500.00;8,392,475.00;"Oddzia≥ Terenowy Stowarzyszenia ""Wolna PrzedsiÍbiorczoúÊ""";8841003900;58-100;åwidnica;Dolnoúlπskie;Powiat úwidnicki;03 Transfer technologii i udoskonalanie sieci wspÛ≥pracy miÍdzy MåP, miÍdzy MåP a innymi przedsiÍbiorstwami, uczelniami, wszelkiego rodzaju instytucjami na poziomie szkolnictwa pomaturalnego, w≥adzami regionalnymi, oúrodkami badawczymi oraz biegunami naukowymi i technologicznymi (parkami naukowymi i technologicznymi, technopoliami itd.);Stowarzyszenia i organizacje spo≥eczne;00 Nie dotyczy;POIG.05.01.00-00-005/09-02;Nie;2011/04/29;2011/05/13
33-132;33;Projekt;Wsparcie efektywnego wykorzystania w≥asnoúci przemys≥owej w innowacyjnej gospodarce;POIG.05.02.00-00-004/10-00;Program Operacyjny Innowacyjna Gospodarka;POIG.05.00.00;POIG.05.02.00;;10,770,000.00;10,770,000.00;10,770,000.00;9,154,500.00;Urzπd Patentowy RP;5261048480;00-950;Warszawa;;;05 Us≥ugi w zakresie zaawansowanego wsparcia dla przedsiÍbiorstw i grup przedsiÍbiorstw;organ w≥adzy, administracji rzπdowej;00 Nie dotyczy;;;2011/04/14;2011/04/19
33-133;33;Projekt;Wzmocnienie pozycji konkurencyjnej IOB poprzez rozszerzenie katalogu us≥ug proinnowacyjnych dla przedsiÍbiorstw;POIG.05.02.00-00-011/09-04;Program Operacyjny Innowacyjna Gospodarka;POIG.05.00.00;POIG.05.02.00;;1,868,820.00;1,868,820.00;1,868,820.00;1,588,497.00;GÛrnoúlπska Agencja Przekszta≥ceÒ PrzedsiÍbiorstw S.A.;9540001114;40-045;Katowice;ålπskie;Powiat m. Katowice;05 Us≥ugi w zakresie zaawansowanego wsparcia dla przedsiÍbiorstw i grup przedsiÍbiorstw;spÛ≥ka akcyjna - duøe przedsiÍbiorstwo;00 Nie dotyczy;;;2011/03/28;2011/05/18
33-134;33;Projekt;Profesjonalne us≥ugi proinnowacyjne gwarancjπ sukcesu w biznesie;POIG.05.02.00-00-014/08-05;Program Operacyjny Innowacyjna Gospodarka;POIG.05.00.00;POIG.05.02.00;;5,998,042.25;5,649,240.09;5,649,240.09;4,801,854.08;Be≥chatowsko Kleszczowski Park Przemys≥owo Technologiczny Sp. z o.o.;7692018378;97-400;Be≥chatÛw;£Ûdzkie;Powiat be≥chatowski;05 Us≥ugi w zakresie zaawansowanego wsparcia dla przedsiÍbiorstw i grup przedsiÍbiorstw;spÛ≥ka z ograniczonπ odpowiedzialnoúciπ - duøe przedsiÍbiorstwo;00 Nie dotyczy;POIG.05.02.00-00-014/08-06-K01;Nie;2011/03/10;2011/03/10
33-135;33;Projekt;LEM ñ dyfuzja innowacji wsrÛd MSP;POIG.05.02.00-00-015/09-02;Program Operacyjny Innowacyjna Gospodarka;POIG.05.00.00;POIG.05.02.00;;7,762,085.28;6,783,509.00;6,783,509.00;5,765,982.65;Krajowa Izba Gospodarcza;5260001708;00-074;Warszawa;Mazowieckie;Powiat m. st. Warszawa;05 Us≥ugi w zakresie zaawansowanego wsparcia dla przedsiÍbiorstw i grup przedsiÍbiorstw;organizacja pracodawcÛw;00 Nie dotyczy;POIG.05.02.00-00-015/09-05;Nie;2011/03/11;2011/03/16
33-136;33;Projekt;AUDYT STRATEGICZNY PRZEDSI BIORSTWA (ASP) ñ nowπ us≥ugπ doradczπ dla przedsiÍbiorstw úwiadczonπ przez Instytucje Otoczenia Biznesu ;POIG.05.02.00-00-015/10-00;Program Operacyjny Innowacyjna Gospodarka;POIG.05.00.00;POIG.05.02.00;;2,479,300.00;2,479,300.00;2,479,300.00;2,107,405.00;GÛrnoúlπska Agencja Przekszta≥ceÒ PrzedsiÍbiorstw S.A.;9540001114;40-045;Katowice;ålπskie;Powiat m. Katowice;05 Us≥ugi w zakresie zaawansowanego wsparcia dla przedsiÍbiorstw i grup przedsiÍbiorstw;spÛ≥ka akcyjna - duøe przedsiÍbiorstwo;00 Nie dotyczy;;;2011/02/21;2011/02/21
33-137;33;Projekt;Klinika Biznesu - Centrum Nowych Us≥ug Proinnowacyjnych ;POIG.05.02.00-00-016/09-03;Program Operacyjny Innowacyjna Gospodarka;POIG.05.00.00;POIG.05.02.00;;6,382,600.00;6,382,600.00;6,382,600.00;5,425,210.00;Oddzia≥ Terenowy Stowarzyszenia Wolna PrzedsiÍbiorczoúÊ ;8841003900;58-100;åwidnica;Dolnoúlπskie;Powiat úwidnicki;05 Us≥ugi w zakresie zaawansowanego wsparcia dla przedsiÍbiorstw i grup przedsiÍbiorstw;stowarzyszenie;00 Nie dotyczy;;;2011/03/18;2011/04/18
33-138;33;Projekt;Katalizator inwestycji ñ us≥ugi doradcze dla MSP w zakresie pozyskania kapita≥u zewnÍtrznego.;POIG.05.02.00-00-017/10-01;Program Operacyjny Innowacyjna Gospodarka;POIG.05.00.00;POIG.05.02.00;;6,316,272.00;5,820,700.00;5,820,700.00;4,947,595.00;Fundacja Obserwatorium Zarzπdzania;7010000181;02-952;Warszawa;Mazowieckie;Powiat m. st. Warszawa;05 Us≥ugi w zakresie zaawansowanego wsparcia dla przedsiÍbiorstw i grup przedsiÍbiorstw;fundacja;00 Nie dotyczy;;;2011/02/01;2011/05/20
33-139;33;Projekt;TRANSFER WIEDZY I TECHNOLOGII DO PRZEDSI BIORSTW NA TERENIE POLSKI;POIG.05.02.00-00-020/08-02;Program Operacyjny Innowacyjna Gospodarka;POIG.05.00.00;POIG.05.02.00;;3,127,900.00;3,025,000.00;3,025,000.00;2,571,250.00;"Przemys≥owy Instytut Automatyki i PomiarÛw ""PIAP""";5250008815;02-486;Warszawa;Mazowieckie;Powiat m. st. Warszawa;05 Us≥ugi w zakresie zaawansowanego wsparcia dla przedsiÍbiorstw i grup przedsiÍbiorstw;jednostka naukowa;00 Nie dotyczy;POIG.05.02.00-00-020/08-05;Nie;2011/03/25;2011/04/01
33-140;33;Projekt;Capital Express ñ nowa proinnowacyjna us≥uga doradcza dla firm z potencja≥em;POIG.05.02.00-00-021/10-01;Program Operacyjny Innowacyjna Gospodarka;POIG.05.00.00;POIG.05.02.00;;3,447,275.55;3,273,485.17;3,273,485.17;2,782,462.39;Agencja Rozwoju Lokalnego S.A.;6320011505;43-600;Jaworzno;ålπskie;Powiat m. Jaworzno;05 Us≥ugi w zakresie zaawansowanego wsparcia dla przedsiÍbiorstw i grup przedsiÍbiorstw;spÛ≥ka akcyjna - ma≥e przedsiÍbiorstwo;00 Nie dotyczy;;;2011/03/30;2011/04/11
33-141;33;Projekt;Opracowanie us≥ugi proinnowacyjnej - System Zarzπdzania Obiegiem Korespondencji dla MMSP;POIG.05.02.00-00-022/08-04;Program Operacyjny Innowacyjna Gospodarka;POIG.05.00.00;POIG.05.02.00;;7,183,527.39;5,624,140.00;5,624,140.00;4,780,519.00;Krajowa Izba Gospodarcza Elektroniki i Telekomunikacji;5260029121;00-739;Warszawa;Mazowieckie;Powiat m. st. Warszawa;05 Us≥ugi w zakresie zaawansowanego wsparcia dla przedsiÍbiorstw i grup przedsiÍbiorstw;organizacja pracodawcÛw;00 Nie dotyczy;POIG.05.02.00-00-022/08-09;Tak;2011/03/25;2011/04/13
33-142;33;Projekt;Z≥oty Standard w Obs≥udze Klienta - wdraøanie innowacji i dyfuzja dobrych praktyk w hotelarstwie i gastronomii;POIG.05.02.00-00-022/10-01;Program Operacyjny Innowacyjna Gospodarka;POIG.05.00.00;POIG.05.02.00;;2,987,443.35;2,811,886.80;2,811,886.80;2,390,103.78;Agencja Rozwoju Lokalnego S.A.;6320011505;43-600;Jaworzno;ålπskie;Powiat m. Jaworzno;05 Us≥ugi w zakresie zaawansowanego wsparcia dla przedsiÍbiorstw i grup przedsiÍbiorstw;spÛ≥ka akcyjna - ma≥e przedsiÍbiorstwo;00 Nie dotyczy;;;2011/03/30;2011/04/11
33-143;33;Projekt;APP, ADPR - wdraøanie innowacji i dyfuzja dobrych praktyk w niepublicznych zak≥adach opieki zdrowotnej;POIG.05.02.00-00-023/10-01;Program Operacyjny Innowacyjna Gospodarka;POIG.05.00.00;POIG.05.02.00;;2,999,693.35;2,824,386.80;2,824,386.80;2,400,728.78;Agencja Rozwoju Lokalnego S.A.;6320011505;43-600;Jaworzno;ålπskie;Powiat m. Jaworzno;05 Us≥ugi w zakresie zaawansowanego wsparcia dla przedsiÍbiorstw i grup przedsiÍbiorstw;spÛ≥ka akcyjna - ma≥e przedsiÍbiorstwo;00 Nie dotyczy;;;2011/03/30;2011/04/11
33-144;33;Projekt;Konfigurowanie Procesowe ProduktÛw Sieciowych;POIG.05.02.00-00-025/08-05;Program Operacyjny Innowacyjna Gospodarka;POIG.05.00.00;POIG.05.02.00;;7,722,650.00;7,722,650.00;7,722,650.00;6,564,252.50;"Oddzia≥ Terenowy Stowarzyszenia ""Wolna PrzedsiÍbiorczoúÊ"" w åwidnicy";8841003900;58-100;åwidnica;Dolnoúlπskie;Powiat úwidnicki;05 Us≥ugi w zakresie zaawansowanego wsparcia dla przedsiÍbiorstw i grup przedsiÍbiorstw;stowarzyszenie;00 Nie dotyczy;POIG.05.02.00-00-025/08-08;Nie;2011/04/26;2011/04/29
33-145;33;Projekt;Proinnowacyjna us≥uga zwiÍkszania roli produktÛw i us≥ug opartych na wiedzy w dzia≥aniach MSP ;POIG.05.02.00-00-026/10-00;Program Operacyjny Innowacyjna Gospodarka;POIG.05.00.00;POIG.05.02.00;;2,985,160.38;2,985,160.38;2,985,160.38;2,537,386.32;Fundacja Centrum Innowacji FIRE;5261055161;02-051;Warszawa;Mazowieckie;Powiat m. st. Warszawa;05 Us≥ugi w zakresie zaawansowanego wsparcia dla przedsiÍbiorstw i grup przedsiÍbiorstw;fundacja;00 Nie dotyczy;POIG.05.02.00-00-026/10-01;Nie;2011/02/21;2011/02/21
33-146;33;Projekt;KIGNET Innowacje - izbowy system wsparcia innowacyjnoúci przedsiÍbiorstw;POIG.05.02.00-00-027/08-08;Program Operacyjny Innowacyjna Gospodarka;POIG.05.00.00;POIG.05.02.00;;21,708,218.00;19,925,602.00;19,925,602.00;16,936,761.70;Krajowa Izba Gospodarcza;5260001708;00-074;Warszawa;Mazowieckie;Powiat m. st. Warszawa;05 Us≥ugi w zakresie zaawansowanego wsparcia dla przedsiÍbiorstw i grup przedsiÍbiorstw;organizacja pracodawcÛw;00 Nie dotyczy;;;2011/04/20;2011/05/04
33-147;33;Projekt;Audyt Marketingowy  M≥odej Firmy (AMMF)- nowπ us≥ugπ dla przedsiÍbiorstw úwiadczonπ przez Instytucje Otoczenia Biznesu;POIG.05.02.00-00-027/10-00;Program Operacyjny Innowacyjna Gospodarka;POIG.05.00.00;POIG.05.02.00;;2,612,600.00;2,612,600.00;2,612,600.00;2,220,710.00;GÛrnoúlπska Agencja Przekszta≥ceÒ PrzedsiÍbiorstw S.A.;9540001114;40-045;Katowice;ålπskie;Powiat m. Katowice;05 Us≥ugi w zakresie zaawansowanego wsparcia dla przedsiÍbiorstw i grup przedsiÍbiorstw;spÛ≥ka akcyjna - duøe przedsiÍbiorstwo;00 Nie dotyczy;;;2011/04/11;2011/04/27
33-148;33;Projekt;Opracowanie i wdroøenie systemu wsparcia przedsiÍbiorstw kluczowych technologii wspomagajπcych w zakresie zarzπdzania wiedzπ ;POIG.05.02.00-00-028/10-00;Program Operacyjny Innowacyjna Gospodarka;POIG.05.00.00;POIG.05.02.00;;8,996,400.00;8,996,400.00;8,996,400.00;7,646,940.00;Polska Izba Gospodarcza Zaawansowanych Technologii;5252424506;00-043;Warszawa;Mazowieckie;Powiat m. st. Warszawa;05 Us≥ugi w zakresie zaawansowanego wsparcia dla przedsiÍbiorstw i grup przedsiÍbiorstw;stowarzyszenie;00 Nie dotyczy;POIG.05.02.00-00-028/10-01;Nie;2011/03/25;2011/03/29
33-149;33;Projekt;Nowe us≥ugi proinnowacyjne w doradztwie energetycznym dotyczπcym budynkÛw;POIG.05.02.00-00-029/08-05;Program Operacyjny Innowacyjna Gospodarka;POIG.05.00.00;POIG.05.02.00;;6,345,905.00;6,107,800.00;6,107,800.00;5,191,630.00;FUNDACJA POSZANOWANIA ENERGII;5262095317;00-002;Warszawa;Mazowieckie;Powiat m. st. Warszawa;05 Us≥ugi w zakresie zaawansowanego wsparcia dla przedsiÍbiorstw i grup przedsiÍbiorstw;fundacja;00 Nie dotyczy;POIG.05.02.00-00-029/08-06-K01;Nie;2011/02/22;2011/02/28
33-150;33;Projekt;Wdroøenie nowych, proinnowacyjnych us≥ug sprzyjajπcych dyfuzji innowacji w sektorze MSP.;POIG.05.02.00-00-034/10-00;Program Operacyjny Innowacyjna Gospodarka;POIG.05.00.00;POIG.05.02.00;;10,530,292.00;9,998,200.00;9,998,200.00;8,498,470.00;Sekwencja SpÛ≥ka z ograniczonπ odpowiedzialnoúciπ;7342823116;05-820;PiastÛw;Mazowieckie;Powiat pruszkowski;05 Us≥ugi w zakresie zaawansowanego wsparcia dla przedsiÍbiorstw i grup przedsiÍbiorstw;spÛ≥ka z ograniczonπ odpowiedzialnoúciπ - mikro przedsiÍbiorstwo;00 Nie dotyczy;POIG.05.02.00-00-034/10-01;Nie;2011/03/25;2011/03/29
33-151;33;Projekt;WIDOK ñ W≥asnoúÊ Intelektualna: Doceniam ñ Ochraniam - Korzystam;POIG.05.04.02-00-013/08-05;Program Operacyjny Innowacyjna Gospodarka;POIG.05.00.00;POIG.05.04.00;POIG.05.04.02;992,292.00;992,292.00;992,292.00;843,448.20;Ma≥opolska Agencja Rozwoju Regionalnego S.A.;6760058847;31-542;KrakÛw;Ma≥opolskie;Powiat m. KrakÛw;09 Inne dzia≥ania majπce na celu pobudzanie badaÒ, innowacji i przedsiÍbiorczoúci w MåP;spÛ≥ka akcyjna - duøe przedsiÍbiorstwo;00 Nie dotyczy;POIG.05.04.02-00-013/08-07;Tak;2011/02/03;2011/02/24
33-152;33;Projekt;W≥asnoúÊ Intelektualna - niedoceniony potencja≥ przedsiÍbiorcÛw;POIG.05.04.02-00-013/09-02;Program Operacyjny Innowacyjna Gospodarka;POIG.05.00.00;POIG.05.04.00;POIG.05.04.02;1,708,800.00;1,708,800.00;1,708,800.00;1,452,480.00;Ma≥opolska Agencja Rozwoju Regionalnego S.A.;6760058847;31-542;KrakÛw;Ma≥opolskie;Powiat m. KrakÛw;09 Inne dzia≥ania majπce na celu pobudzanie badaÒ, innowacji i przedsiÍbiorczoúci w MåP;spÛ≥ka akcyjna - duøe przedsiÍbiorstwo;00 Nie dotyczy;;;2011/04/13;2011/04/29
33-153;33;Projekt;PrzedsiÍbiorco chroÒ swÛj pomys≥! Biuletyn w≥asnoúci intelektualnej dla przedsiÍbiorcÛw.;POIG.05.04.02-00-014/09-03;Program Operacyjny Innowacyjna Gospodarka;POIG.05.00.00;POIG.05.04.00;POIG.05.04.02;668,000.00;668,000.00;668,000.00;567,800.00;Fundacja ProRegio;7781425553;61-741;PoznaÒ;Wielkopolskie;Powiat m. PoznaÒ;09 Inne dzia≥ania majπce na celu pobudzanie badaÒ, innowacji i przedsiÍbiorczoúci w MåP;fundacja;00 Nie dotyczy;;;2011/03/04;2011/03/09
33-154;33;Projekt;Centrum kompetencji zarzπdzania w≥asnoúcia intelektualnπ - IP Hub;POIG.05.04.02-00-017/08-05;Program Operacyjny Innowacyjna Gospodarka;POIG.05.00.00;POIG.05.04.00;POIG.05.04.02;1,970,000.00;1,970,000.00;1,970,000.00;1,674,500.00;Politechnika Warszawska;5250005834;00-661;Warszawa;Mazowieckie;Powiat m. st. Warszawa;09 Inne dzia≥ania majπce na celu pobudzanie badaÒ, innowacji i przedsiÍbiorczoúci w MåP;uczelnia wyøsza;00 Nie dotyczy;POIG.05.04.02-00-017/08-08;Nie;2011/02/08;2011/02/10
33-155;33;Projekt;W≥asnoúÊ intelektualna - ürÛd≥em kapita≥u innowacyjnego przedsiÍbiorcy.;POIG.05.04.02-00-024/09-02;Program Operacyjny Innowacyjna Gospodarka;POIG.05.00.00;POIG.05.04.00;POIG.05.04.02;744,300.00;744,300.00;744,300.00;632,655.00;Stowarzyszenie Zbiorowego Zarzπdzania Prawami Autorskimi TwÛrcÛw Dzie≥ Naukowych i Technicznych KOPIPOL;6571920381;25-312;Kielce;åwiÍtokrzyskie;Powiat m. Kielce;09 Inne dzia≥ania majπce na celu pobudzanie badaÒ, innowacji i przedsiÍbiorczoúci w MåP;stowarzyszenie;00 Nie dotyczy;POIG.05.04.02-00-024/09-04;Tak;2011/02/23;2011/05/31
33-156;33;Projekt;Patent na w≥asnoúÊ - Jak skutecznie chroniÊ w≥asnoúÊ intelektualnπ przedsiÍbiorstwa.;POIG.05.04.02-00-028/09-04;Program Operacyjny Innowacyjna Gospodarka;POIG.05.00.00;POIG.05.04.00;POIG.05.04.02;993,134.00;993,134.00;993,134.00;844,163.90;Agencja Rozwoju Pomorza S.A.;5830002002;80-831;GdaÒsk ;Pomorskie;Powiat m. GdaÒsk;09 Inne dzia≥ania majπce na celu pobudzanie badaÒ, innowacji i przedsiÍbiorczoúci w MåP;spÛ≥ka akcyjna - duøe przedsiÍbiorstwo;00 Nie dotyczy;POIG.05.04.02-00-028/09-04;Nie;2011/03/01;2011/03/15
33-157;33;Projekt;Ochrona w≥asnoúci przemys≥owej - klucz do wzrostu konkurencyjnoúci przedsiÍbiorstw;POIG.05.04.02-00-029/09-04;Program Operacyjny Innowacyjna Gospodarka;POIG.05.00.00;POIG.05.04.00;POIG.05.04.02;1,460,279.60;1,460,279.60;1,460,279.60;1,241,237.66;WojewÛdzki Klub Techniki i Racjonalizacji;7120104881;20-086;Lublin;Lubelskie;Powiat m. Lublin;09 Inne dzia≥ania majπce na celu pobudzanie badaÒ, innowacji i przedsiÍbiorczoúci w MåP;stowarzyszenie;00 Nie dotyczy;;;2011/03/07;2011/05/24
